age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
27,5,14007,15,9,2,4,0,4,1,0,0,49,39,0
14,6,25506,9,12,2,12,0,4,1,0,0,47,39,0
33,6,6659,9,12,4,3,1,4,1,71,0,44,39,0
37,4,9038,11,8,2,7,0,4,1,0,0,44,39,2
11,4,18285,11,8,2,14,0,4,1,0,0,49,39,0
17,4,14312,11,8,0,14,1,4,1,0,0,39,39,0
29,4,22574,12,13,2,4,0,4,1,0,0,39,39,2
11,5,6567,9,12,2,4,0,4,1,0,0,59,39,2
6,4,18190,11,8,4,1,3,2,1,0,57,39,39,0
12,4,6691,9,12,2,13,0,4,1,0,0,39,39,2
18,4,17266,11,8,2,3,0,4,1,0,0,39,39,0
24,6,2487,15,9,2,5,0,4,1,98,0,49,39,2
73,0,19181,15,9,4,0,3,1,1,0,0,9,35,0
18,6,16886,12,13,2,4,0,4,1,98,0,54,39,2
3,4,22976,11,8,2,6,0,3,1,0,0,39,39,0
25,4,567,12,13,0,10,1,4,0,34,0,15,39,0
39,4,4909,5,3,2,7,5,4,0,79,0,44,39,0
14,4,1231,9,12,4,12,3,4,1,0,0,44,39,0
6,4,12646,11,8,4,13,3,4,1,0,0,49,39,0
43,4,9191,11,8,4,6,1,4,1,0,0,39,39,0
11,4,18872,15,9,4,3,3,4,1,0,0,39,39,0
15,4,13870,15,9,2,14,0,4,1,0,0,59,39,2
19,4,6303,12,13,4,4,1,4,0,109,0,39,39,2
27,6,10731,9,12,2,4,0,4,1,0,0,59,39,0
17,4,16764,15,9,2,3,0,4,1,0,0,47,39,2
10,4,5226,11,8,4,12,3,1,1,0,0,39,39,0
32,4,9157,11,8,0,4,4,4,1,0,0,49,39,0
31,4,12711,11,8,0,8,4,2,0,0,0,39,39,0
30,4,7297,11,8,2,3,0,4,1,0,0,49,39,2
17,4,6977,9,12,2,4,0,4,1,0,0,64,39,2
10,4,21539,7,11,4,12,1,4,1,0,0,39,39,0
14,2,13228,9,12,2,7,0,4,1,68,0,39,0,0
7,4,19072,15,9,2,3,0,4,1,0,0,39,39,0
7,4,16830,11,8,0,6,1,4,1,0,0,29,39,0
8,4,9032,15,9,2,7,0,4,1,0,0,39,39,0
19,4,8599,8,10,0,12,4,4,0,0,0,39,39,0
21,1,8952,11,8,2,1,0,4,1,0,0,44,39,0
40,4,5401,4,2,2,14,0,4,1,0,0,39,39,0
7,4,27840,15,9,2,5,0,4,1,0,0,49,39,2
24,7,3102,11,8,2,13,0,4,1,0,0,39,39,0
39,7,27874,8,10,2,3,0,2,1,0,0,59,39,2
2,4,10007,11,8,4,1,3,4,0,0,0,39,39,0
27,4,15321,11,8,4,8,2,2,1,0,0,31,39,0
17,4,23860,8,10,4,3,1,4,0,0,0,39,39,0
8,4,17934,9,12,4,4,3,4,1,0,0,39,39,0
10,7,5763,11,8,2,13,0,4,1,0,0,39,39,0
5,4,15506,11,8,4,10,1,4,1,0,0,39,39,0
42,4,28170,15,9,2,3,0,4,1,0,50,54,39,2
17,4,7193,1,6,2,14,0,4,1,0,0,49,39,0
13,4,16941,11,8,2,14,0,4,1,0,0,64,39,2
4,4,1974,15,9,4,1,1,4,0,0,0,37,39,0
7,4,9147,15,9,4,6,2,4,1,0,0,39,22,0
2,0,18790,15,9,4,0,3,4,0,0,0,14,39,0
65,0,2152,15,9,6,0,1,0,1,0,0,2,39,0
18,4,673,9,12,2,12,0,4,1,0,0,49,39,2
15,4,9955,8,10,2,3,0,4,1,0,0,39,39,0
28,4,10287,15,9,0,1,4,4,0,0,0,44,39,0
13,4,27117,11,8,4,1,4,4,0,0,0,39,39,0
11,6,14974,9,12,2,3,0,4,1,0,0,54,39,0
11,6,4675,9,12,2,12,5,4,0,0,0,4,39,0
12,4,25486,11,8,4,1,1,4,0,0,0,43,39,0
43,4,11202,15,9,2,3,0,4,1,0,0,39,4,0
11,4,7298,8,10,4,12,1,4,0,0,0,39,39,0
21,1,24044,15,9,0,4,1,2,0,0,0,39,39,0
14,4,13911,11,8,2,3,0,4,1,0,0,49,39,2
11,4,16691,15,9,2,8,0,4,1,0,0,34,39,2
25,4,11256,15,9,2,8,5,4,0,0,0,22,39,0
23,2,14211,6,4,2,8,5,4,0,0,0,39,41,2
7,4,20524,15,9,4,8,1,4,1,0,0,39,39,0
20,5,25554,15,9,2,4,0,4,1,0,0,59,39,2
19,4,15761,11,8,2,3,0,4,1,0,0,39,39,0
22,4,3619,9,12,4,4,1,4,1,0,0,39,39,0
5,4,28240,6,4,3,8,2,4,1,0,0,34,26,0
29,4,3916,15,9,2,7,0,4,1,0,30,39,39,0
11,4,5970,9,12,2,10,0,4,1,0,0,42,39,0
17,4,7367,15,9,0,1,4,4,0,0,0,39,39,0
25,4,18925,15,9,0,12,4,4,0,0,0,42,39,0
26,4,20317,11,8,2,3,0,4,1,0,0,39,39,0
18,4,1842,11,8,4,12,3,4,0,0,0,39,39,0
43,4,4090,14,14,2,10,0,4,1,63,0,15,39,0
16,4,20303,15,9,4,3,1,2,1,101,0,39,39,2
5,4,20721,11,8,2,14,2,4,1,0,0,78,39,0
22,4,24127,8,10,2,3,0,4,1,0,0,39,39,0
16,4,9323,9,12,2,4,0,2,1,81,0,39,39,2
22,4,8213,11,8,2,3,0,4,1,0,0,39,39,0
20,6,10232,1,6,2,14,0,4,1,0,0,44,39,0
46,6,9858,5,3,2,5,0,4,1,0,0,59,39,2
29,7,512,15,9,2,4,0,4,1,98,0,37,39,2
31,4,12101,11,8,5,7,4,2,0,0,0,39,39,0
16,4,8531,11,8,4,1,3,2,0,0,0,39,39,0
48,4,12682,15,9,6,10,1,4,0,21,0,19,18,0
22,4,15538,11,8,4,1,3,4,0,0,0,39,39,2
26,4,17857,9,12,0,4,1,2,0,0,0,39,39,2
11,4,21923,0,5,2,3,0,4,1,0,0,39,39,0
33,6,10656,11,8,0,4,1,4,0,122,0,34,39,2
7,7,19851,9,12,4,10,1,4,1,0,0,19,39,0
31,4,9508,11,8,0,14,1,4,1,0,0,39,39,0
18,4,1668,15,9,4,8,1,4,1,0,0,39,39,0
45,4,476,11,8,2,14,0,4,1,0,0,39,39,0
25,6,5485,15,9,4,4,1,4,1,0,0,39,39,0
43,4,15425,11,8,2,4,0,4,1,122,0,39,39,2
33,4,307,11,8,2,4,0,4,1,0,0,49,39,2
23,4,17354,14,14,4,4,1,4,0,0,0,39,5,0
22,2,9489,11,8,2,3,0,4,1,0,0,39,39,0
26,0,16689,9,12,2,0,0,4,1,0,0,39,39,0
26,2,14772,11,8,0,11,4,4,0,0,0,39,39,0
18,4,2240,11,8,2,3,0,4,1,0,0,37,39,0
22,4,6514,9,12,2,4,0,4,1,0,0,44,39,2
13,2,20044,9,12,2,11,0,4,1,0,0,39,39,2
15,4,25836,15,9,2,12,0,2,1,0,0,64,39,0
1,4,23103,15,9,4,1,1,4,1,0,0,39,39,0
20,4,3073,7,11,4,12,4,2,0,0,0,39,39,0
9,4,11869,9,12,4,1,3,4,0,0,0,39,39,0
34,4,15747,11,8,2,3,0,4,1,0,0,41,39,0
18,0,7750,15,9,0,0,1,0,0,0,0,35,39,0
16,4,20133,9,12,2,12,0,4,1,0,0,44,39,0
29,4,7480,9,12,2,3,0,4,1,0,0,43,39,2
23,4,6636,8,10,2,4,0,4,1,0,0,49,39,2
17,4,15478,8,10,2,3,0,4,1,0,0,47,39,0
12,4,27398,11,8,2,7,0,4,1,0,0,39,39,0
30,6,11167,15,9,6,8,4,4,0,0,0,34,39,0
17,4,24014,9,12,2,10,0,1,1,0,0,39,0,2
28,4,15230,11,8,3,1,4,4,0,0,0,29,39,0
36,4,7958,11,8,5,3,1,4,1,0,0,34,39,0
35,6,2716,12,13,2,4,0,1,1,0,0,39,30,0
47,4,26908,5,3,2,5,0,4,1,0,0,39,39,2
25,4,17937,12,13,4,4,1,4,1,0,0,44,39,2
27,4,10776,15,9,2,13,0,4,1,0,0,43,39,2
24,4,6896,11,8,2,12,0,4,1,95,0,49,39,2
36,2,17165,12,13,2,4,0,4,1,0,0,42,39,2
8,4,2900,11,8,4,3,1,4,1,0,0,34,39,0
3,4,25642,1,6,5,8,3,4,0,0,0,39,39,0
12,4,5971,8,10,4,9,3,4,0,0,0,39,39,0
39,4,20769,11,8,2,3,0,4,1,0,0,39,39,0
28,4,26261,10,15,2,10,5,4,0,0,55,29,39,2
39,4,18728,11,8,2,12,5,4,0,0,0,34,39,0
21,5,22317,15,9,2,4,0,4,1,95,0,39,39,2
45,4,3482,11,8,2,12,0,1,1,0,0,39,30,0
11,6,3066,9,12,4,10,1,4,1,0,0,59,39,0
14,4,18156,11,8,2,12,0,4,1,66,0,39,39,0
7,4,3043,9,12,4,12,3,4,1,0,0,39,39,0
48,4,12366,9,12,2,1,0,4,1,0,0,33,39,0
23,4,25091,11,8,5,6,1,2,1,0,0,29,39,0
14,4,15701,9,12,4,10,1,4,1,0,0,39,39,0
18,4,21819,11,8,0,14,1,4,1,0,41,59,39,0
25,1,5922,12,13,2,10,0,1,1,0,51,39,35,2
3,4,23737,11,8,4,12,1,4,0,0,0,29,39,0
13,2,21620,15,9,0,1,1,4,0,0,0,39,39,0
8,4,10678,9,12,4,4,3,4,1,0,0,44,39,0
5,4,10315,11,8,4,8,3,4,1,0,0,39,39,0
48,0,9464,11,8,6,0,4,4,0,0,70,9,39,0
14,4,2860,15,9,2,10,5,4,0,66,0,39,39,0
39,4,4388,15,9,2,4,0,2,1,0,0,49,39,2
34,4,19552,11,8,0,8,2,2,1,0,0,31,14,0
19,6,17477,0,5,2,5,0,4,1,0,0,59,39,0
27,7,10565,15,9,0,1,1,2,0,0,26,39,39,0
32,4,13882,12,13,0,4,4,4,1,0,42,44,39,2
11,4,17265,11,8,2,3,0,4,1,0,0,39,39,0
40,4,13867,9,12,2,10,0,4,1,95,0,39,39,2
16,6,25591,15,9,4,12,1,4,1,0,0,64,39,0
32,4,13322,9,12,2,1,0,4,1,81,0,39,39,2
57,7,4121,10,15,4,10,2,4,0,0,95,19,39,2
31,4,20995,9,12,2,4,0,4,1,79,0,44,39,0
21,4,27255,9,12,2,4,0,4,1,112,0,39,39,2
22,4,14497,11,8,4,7,1,4,0,0,0,39,39,0
29,4,25181,9,12,2,4,0,4,1,95,0,64,39,2
39,4,18073,9,12,2,10,0,4,1,0,0,39,39,2
10,4,2874,9,12,2,4,0,4,1,0,0,39,39,2
0,4,23187,1,6,4,9,3,4,0,0,0,39,39,0
11,4,13096,6,4,0,10,1,2,0,0,0,39,39,0
1,0,10398,0,5,4,0,3,4,1,0,0,39,39,0
25,4,25430,12,13,0,1,1,4,0,0,0,24,39,0
22,4,23290,15,9,5,1,4,2,0,0,0,39,39,0
12,6,3085,11,8,2,5,0,4,1,60,0,39,39,0
4,4,4139,15,9,4,10,3,4,1,0,0,9,39,0
19,4,4306,15,9,4,1,4,1,0,0,0,39,39,0
39,4,20762,0,5,6,7,4,2,0,0,0,39,39,0
32,4,19819,4,2,2,3,0,4,1,0,0,39,39,0
30,5,8015,15,9,2,12,0,4,1,0,0,78,39,0
27,4,11398,15,9,5,1,4,4,0,0,0,39,39,0
23,4,27226,3,1,4,8,1,4,1,0,0,44,8,0
26,7,9122,9,12,2,4,0,4,1,112,0,39,39,2
45,4,16223,2,7,2,5,0,4,1,0,0,47,11,0
35,4,19616,14,14,2,10,5,4,0,52,0,29,39,2
8,4,21294,11,8,4,8,4,2,0,0,0,39,39,0
46,5,6234,12,13,0,10,1,4,1,0,0,69,39,2
34,4,11241,10,15,2,10,0,1,1,0,0,95,35,0
8,4,4192,11,8,4,1,3,1,0,0,0,39,39,0
45,0,22102,15,9,2,0,0,4,1,0,0,39,39,0
10,4,7928,11,8,4,12,1,4,0,0,0,39,39,0
31,1,4733,15,9,4,1,1,4,1,0,0,29,39,0
15,4,14733,11,8,2,14,0,4,1,0,0,39,39,0
19,4,400,15,9,2,12,0,4,1,0,0,44,39,0
13,6,25751,11,8,0,3,1,4,1,0,0,39,39,0
28,7,6173,12,13,0,4,4,4,0,0,0,39,39,0
10,4,24345,11,8,2,14,0,4,1,0,0,49,39,0
24,4,18814,9,12,0,8,1,4,1,0,0,36,39,0
44,4,10079,11,8,2,8,0,2,1,0,0,39,39,0
53,5,8383,9,12,0,4,4,4,0,0,0,54,39,0
38,4,1943,1,6,4,7,1,2,0,0,0,39,39,0
18,4,14790,9,12,4,8,1,4,0,0,0,44,39,0
19,4,13875,8,10,2,6,0,4,1,0,0,37,39,0
12,4,14581,15,9,4,13,3,4,1,0,0,59,39,0
13,4,24598,9,12,2,8,5,4,0,0,0,39,39,0
28,4,22619,1,6,2,3,0,4,1,0,0,39,0,0
22,1,15735,9,12,0,10,4,4,0,82,0,59,39,0
1,4,25415,11,8,4,8,3,4,1,0,0,19,39,0
11,4,18460,11,8,2,14,0,2,1,0,0,39,39,0
10,4,5788,9,12,2,4,0,4,1,0,0,44,39,0
21,4,19039,11,8,4,7,1,4,1,0,0,39,39,0
16,4,12996,11,8,2,3,0,4,1,0,0,39,39,0
8,4,8735,11,8,2,14,0,4,1,0,0,39,39,2
8,0,25660,11,8,2,0,5,4,0,0,0,3,39,0
21,4,26472,1,6,4,8,3,2,0,0,0,39,39,0
6,4,14016,15,9,4,5,4,4,1,0,0,44,39,0
23,4,20049,8,10,0,10,4,4,1,0,0,39,39,0
19,5,18451,11,8,2,4,0,4,1,122,0,49,0,2
3,4,23856,15,9,4,12,3,4,0,0,0,19,39,0
24,4,16950,11,8,2,7,0,4,1,0,0,47,39,0
27,4,12617,15,9,5,1,4,4,0,0,0,37,39,0
32,5,20899,9,12,2,1,0,4,1,0,0,39,39,2
5,4,27746,7,11,4,1,1,2,0,0,0,39,39,0
9,4,2200,15,9,4,1,1,4,0,0,0,39,39,0
30,4,5444,7,11,2,3,0,4,1,0,0,39,39,0
31,4,3374,11,8,6,8,4,4,0,0,0,24,39,0
11,5,3604,11,8,4,4,3,4,1,0,0,39,39,0
20,1,4277,15,9,5,4,1,4,1,101,0,54,39,2
27,4,27514,9,12,2,10,0,4,1,0,0,39,39,0
3,0,19695,2,7,4,0,1,2,0,0,0,34,39,0
36,4,13492,9,12,2,1,0,4,1,95,0,39,39,2
19,4,25572,12,13,4,4,1,4,1,0,0,14,39,0
60,4,21337,5,3,2,7,0,3,1,0,0,29,39,0
4,4,18662,11,8,4,8,3,4,1,0,0,34,39,0
7,4,11443,9,12,4,1,1,1,0,0,0,39,39,0
13,4,4069,7,11,4,13,1,4,0,0,0,39,39,0
34,2,9374,8,10,0,1,4,4,0,0,0,49,39,0
5,4,10590,15,9,0,12,3,1,0,0,0,29,30,0
6,4,12252,15,9,4,12,3,1,1,0,0,24,39,0
30,4,15667,10,15,2,4,0,4,1,122,0,49,39,2
0,4,10245,2,7,4,12,3,4,1,0,0,19,39,0
31,4,22232,9,12,4,8,1,4,1,0,0,49,26,2
26,4,8863,15,9,2,4,0,4,1,0,0,39,39,2
17,4,10375,2,7,2,3,0,4,1,0,0,39,13,0
2,4,26077,11,8,4,1,3,4,0,0,0,34,39,0
25,7,16885,15,9,4,4,1,4,0,0,0,39,39,0
6,4,4858,9,12,4,4,3,1,1,0,0,39,39,0
44,6,13347,14,14,2,10,0,4,1,0,0,49,39,2
46,4,14920,1,6,2,8,0,4,1,0,0,29,39,0
48,4,22639,11,8,6,12,4,4,0,0,0,39,39,0
20,4,5660,8,10,2,1,0,4,1,95,0,39,39,2
24,2,15728,7,11,2,13,0,4,1,0,0,39,39,2
18,4,10412,15,9,2,11,0,2,1,0,0,39,0,0
4,4,21959,11,8,0,12,2,4,0,0,0,39,39,0
31,2,5255,9,12,4,1,4,4,0,0,0,34,39,0
34,7,10701,15,9,2,12,0,4,1,0,50,39,39,2
26,4,816,9,12,2,12,0,4,1,0,0,54,39,0
5,7,10813,15,9,4,10,1,4,1,0,0,14,0,0
39,6,6744,15,9,2,3,0,4,1,0,0,59,39,0
30,4,13986,11,8,0,1,1,4,0,0,0,39,39,0
9,4,7309,9,12,4,1,3,4,1,0,0,23,39,0
22,4,16100,15,9,2,8,5,4,0,0,0,23,39,0
28,6,1400,15,9,4,5,3,4,1,0,0,73,39,0
32,4,19500,11,8,0,8,4,4,1,0,0,39,4,0
6,4,28428,11,8,4,6,1,4,1,0,0,29,39,0
52,4,17692,11,8,2,1,0,4,1,0,0,35,39,0
24,1,18266,12,13,2,4,0,4,1,0,0,59,39,2
23,6,15000,11,8,5,4,2,4,1,0,0,39,39,0
8,4,13445,11,8,4,7,1,4,1,0,0,39,39,0
35,4,7724,11,8,4,6,4,4,1,0,0,39,39,0
11,4,19680,15,9,4,10,1,2,0,55,0,49,39,0
33,1,18886,7,11,2,3,0,4,1,0,0,39,39,2
4,4,19818,8,10,4,13,3,4,0,0,0,29,39,0
31,4,12137,15,9,2,12,0,4,1,0,0,39,39,2
10,4,18255,14,14,2,10,0,4,1,0,0,41,39,2
46,4,20241,11,8,2,3,0,4,1,0,0,29,39,0
30,7,2299,10,15,2,10,0,4,1,0,0,39,39,2
20,6,11673,10,15,4,10,1,4,1,109,0,44,39,2
11,4,19129,15,9,2,12,0,2,1,0,0,39,0,0
41,4,14332,11,8,0,1,1,4,0,0,0,39,39,0
24,4,17591,15,9,2,12,0,4,1,0,0,50,39,0
50,5,12161,15,9,2,12,0,4,1,0,0,39,39,0
45,6,24754,11,8,2,12,5,4,0,0,0,47,39,0
11,4,15562,15,9,2,6,0,4,1,0,0,39,39,2
9,4,12008,2,7,4,6,3,4,1,0,0,39,39,0
29,6,5415,14,14,2,10,0,4,1,0,0,64,39,2
12,4,2516,11,8,2,3,0,4,1,0,0,39,39,0
22,4,15410,9,12,2,3,0,1,1,0,0,39,30,2
8,4,15759,12,13,4,10,3,4,0,0,0,34,39,0
3,4,21658,15,9,4,12,1,4,0,0,0,34,39,0
4,4,2403,15,9,4,1,3,4,1,0,0,39,39,0
8,4,5305,9,12,4,10,1,4,1,0,0,49,39,0
27,5,24368,14,14,2,10,0,4,1,0,0,49,39,2
20,4,11921,11,8,4,1,3,4,1,0,0,37,39,0
33,4,11241,12,13,2,4,0,1,1,95,0,39,30,2
12,4,25396,11,8,5,1,4,4,0,0,0,39,39,0
1,4,23029,15,9,4,12,3,2,0,0,0,20,39,0
15,4,26742,9,12,4,4,4,4,0,0,0,39,39,0
41,4,7217,8,10,0,1,1,4,0,0,0,59,39,0
33,4,16182,11,8,2,3,0,4,1,0,0,39,39,2
12,4,25222,15,9,4,8,1,4,0,0,0,17,39,0
41,4,295,11,8,2,4,0,4,1,0,0,59,39,2
12,7,8584,15,9,4,8,3,4,0,0,0,39,39,0
19,4,26212,11,8,2,14,0,4,1,0,0,44,39,2
4,4,19652,11,8,4,3,1,4,1,0,0,34,39,0
32,4,25046,11,8,0,4,4,4,0,0,0,39,39,0
43,4,20708,12,13,0,10,1,4,0,0,0,49,39,0
22,4,24180,15,9,2,12,0,4,1,52,0,49,39,2
33,4,8976,7,11,2,3,0,4,1,0,51,39,39,2
13,4,22915,15,9,4,12,1,4,0,0,0,47,39,0
38,4,24136,11,8,0,8,1,4,1,0,0,39,0,0
47,2,11720,11,8,0,14,4,4,1,0,0,19,39,0
12,5,9017,7,11,4,10,2,2,0,0,0,39,39,0
23,4,6302,9,12,2,4,0,4,1,95,0,39,39,2
25,4,9638,11,8,2,3,0,4,1,0,0,49,39,0
38,4,12494,11,8,6,12,4,4,0,0,0,39,39,0
26,4,6399,11,8,0,14,1,4,1,0,0,44,39,0
11,4,27233,2,7,4,12,1,2,1,0,0,39,39,0
29,7,323,7,11,2,13,0,4,1,0,0,37,39,2
17,4,20125,11,8,4,7,4,4,1,0,0,39,39,0
30,4,7461,12,13,2,1,5,4,0,98,0,37,39,2
26,6,24563,12,13,4,4,1,4,0,0,0,39,39,0
7,4,28433,15,9,4,1,3,2,0,0,0,24,39,0
4,4,25075,1,6,2,3,0,4,1,0,0,39,26,0
48,4,15834,9,12,2,3,0,4,1,0,0,39,9,2
3,4,23038,15,9,4,8,1,4,1,0,0,39,39,0
14,7,222,12,13,0,1,1,4,0,0,0,24,39,0
21,7,26283,11,8,2,1,0,4,1,60,0,39,39,0
5,4,3841,15,9,4,12,1,4,1,0,0,39,39,0
3,4,4521,15,9,4,10,1,3,0,0,0,19,39,0
27,4,12906,15,9,2,12,0,4,1,0,0,59,39,0
27,2,5247,12,13,2,10,5,4,0,0,0,39,39,0
24,4,9842,10,15,2,10,0,4,1,0,0,59,39,2
21,4,7924,11,8,0,3,1,4,1,0,69,39,39,0
4,4,640,15,9,4,8,3,4,0,0,0,24,11,0
7,4,8434,15,9,3,12,4,3,0,0,0,29,7,0
7,4,6396,12,13,4,10,1,4,0,0,0,44,39,0
11,4,1873,11,8,2,1,3,4,0,0,0,39,39,0
22,4,14032,9,12,4,4,1,4,0,0,0,34,39,0
31,4,20967,15,9,0,3,1,4,1,55,0,39,39,0
7,2,16037,11,8,4,11,1,4,1,0,0,39,39,0
33,4,12625,11,8,2,10,0,1,1,0,0,34,35,2
33,2,1964,15,9,2,3,0,4,1,68,0,54,39,0
51,4,25905,15,9,2,1,0,4,1,0,0,39,39,0
14,7,15258,12,13,2,10,0,4,1,0,0,49,39,0
5,4,27859,3,1,4,3,1,4,1,0,0,39,13,0
1,0,1106,15,9,4,0,3,4,1,0,0,47,39,0
8,4,7306,11,8,3,7,1,4,1,0,0,39,31,0
11,4,25993,15,9,4,12,1,4,0,0,0,39,39,0
0,2,24276,1,6,4,1,3,4,0,0,0,14,39,0
7,7,17646,10,15,4,10,1,4,0,0,0,95,9,0
3,4,26413,0,5,5,12,1,4,0,0,0,35,39,0
28,1,4871,7,11,2,1,0,4,1,0,0,39,39,2
27,4,20404,15,9,3,3,4,4,0,16,0,44,39,0
40,4,19724,5,3,2,3,0,4,1,0,0,39,39,0
16,4,20135,9,12,2,12,0,4,1,0,51,54,39,2
7,0,7194,9,12,4,0,3,4,1,0,0,39,39,0
5,4,24759,15,9,4,11,3,1,1,0,0,23,19,0
24,4,1251,11,8,0,8,1,4,0,0,0,39,39,0
34,5,15114,9,12,2,4,0,4,1,0,0,39,39,0
29,2,16523,9,12,5,10,4,4,1,0,0,39,39,0
35,4,23243,11,8,0,7,1,4,0,0,0,37,39,0
33,4,10419,9,12,2,12,0,4,1,0,0,39,39,2
9,5,13351,9,12,4,1,3,4,0,0,0,49,39,0
0,4,6995,0,5,4,12,2,2,0,0,0,11,39,0
47,4,21406,15,9,2,4,0,4,1,0,0,39,39,0
34,4,8536,11,8,2,13,0,4,1,0,0,39,39,2
11,6,14173,11,8,2,10,0,4,1,0,0,34,39,0
34,4,8783,9,12,0,1,1,4,0,0,0,39,39,0
22,6,8637,9,12,0,1,1,4,1,0,43,39,39,0
31,4,22523,15,9,0,8,4,4,0,0,0,31,39,0
27,4,22866,15,9,2,8,3,4,0,0,0,39,39,2
30,4,6170,1,6,2,8,0,4,1,0,0,39,39,0
35,4,16896,11,8,6,3,3,4,0,0,0,39,39,0
41,4,16281,15,9,4,1,1,4,0,0,0,38,39,0
2,4,7827,1,6,4,8,1,4,0,0,0,39,39,0
23,4,16256,9,12,2,13,0,4,1,0,0,39,39,2
6,4,20339,15,9,4,1,3,4,1,0,0,39,39,0
14,4,14063,9,12,2,8,0,4,1,0,0,39,41,0
23,2,20466,7,11,2,4,0,4,1,0,0,39,39,2
31,5,7846,15,9,2,12,0,4,1,0,0,37,39,2
29,4,10591,12,13,0,4,1,4,0,0,0,49,39,2
15,4,17528,11,8,2,6,5,2,0,66,0,39,39,0
33,4,18926,11,8,2,3,0,4,1,0,0,39,39,0
1,4,20658,11,8,4,7,1,4,1,0,0,36,39,0
9,4,11021,12,13,4,4,1,4,0,0,0,29,39,0
19,4,21608,9,12,4,12,1,4,0,0,0,19,39,0
9,4,9613,8,10,0,12,3,4,0,3,0,34,39,0
2,4,17753,15,9,4,12,3,4,0,0,0,14,39,0
36,4,515,7,11,2,4,0,4,1,112,0,39,39,2
37,4,8514,15,9,4,12,1,2,1,0,0,40,39,0
12,4,8992,15,9,2,1,3,4,0,0,0,5,39,0
64,4,16803,12,13,6,10,4,4,1,0,0,59,0,0
20,4,28163,12,13,4,10,1,4,0,0,0,37,39,2
23,4,3546,8,10,0,14,1,4,1,0,0,49,39,2
19,4,20450,15,9,6,1,4,2,0,0,0,39,39,0
1,4,22391,2,7,4,1,3,4,0,0,0,29,39,0
27,7,16567,1,6,5,13,1,2,1,0,0,39,39,0
19,4,19707,11,8,5,8,4,2,0,0,0,34,39,0
52,7,17010,10,15,2,10,0,4,1,0,0,49,39,2
0,4,7933,2,7,4,10,3,4,1,0,0,6,39,0
21,4,667,8,10,2,3,0,4,1,0,0,39,39,2
10,4,25053,11,8,4,7,4,2,1,0,0,39,39,0
35,4,11119,7,11,2,4,0,4,1,0,0,39,39,0
7,4,27744,7,11,4,12,1,4,1,0,0,34,39,0
40,4,14042,9,12,2,4,5,4,0,0,0,39,39,0
2,4,25843,0,5,4,7,3,4,0,0,0,39,39,0
21,4,11278,11,8,0,3,1,0,1,0,0,49,39,0
29,4,18152,5,3,3,9,4,4,0,0,27,23,13,0
4,4,28221,11,8,2,10,3,4,1,0,0,39,26,2
12,4,10220,15,9,4,1,1,4,0,0,0,39,24,0
16,0,25285,15,9,0,0,1,4,0,0,0,39,39,0
9,4,8578,11,8,2,5,0,4,1,0,0,69,39,0
11,4,16690,11,8,5,5,1,4,1,0,0,54,39,0
9,4,1953,15,9,2,12,5,4,0,0,0,39,39,0
20,0,9962,14,14,2,0,0,4,1,0,0,5,26,0
32,4,13388,9,12,2,8,0,4,1,0,0,39,39,0
11,4,8470,9,12,2,4,0,4,1,0,0,54,39,0
40,1,55,15,9,0,8,1,4,1,0,0,39,39,0
43,4,2151,5,3,2,14,0,4,1,0,0,39,39,0
3,0,10158,11,8,4,0,3,4,1,0,0,24,39,0
21,4,21048,11,8,2,1,0,4,1,0,0,41,39,0
34,6,7077,11,8,2,3,0,4,1,53,0,59,39,0
43,4,9713,15,9,0,1,1,4,0,0,0,39,39,0
20,4,18706,9,12,2,4,2,4,1,56,0,46,39,0
27,1,27053,11,8,4,3,3,2,0,0,0,39,39,0
2,6,19382,15,9,4,8,3,4,0,0,0,24,39,0
42,4,25193,12,13,2,3,5,1,0,0,0,34,30,0
33,4,19747,11,8,2,8,0,4,1,0,0,39,39,0
18,1,8593,9,12,2,3,0,4,1,0,0,39,39,2
29,1,2318,15,9,0,7,4,4,1,0,0,39,39,0
1,4,14202,15,9,4,12,3,2,1,0,0,34,39,0
15,4,20832,4,2,2,7,0,0,1,0,0,39,26,0
15,4,14556,8,10,0,8,4,4,0,0,0,39,39,0
22,4,6612,11,8,2,3,0,4,1,0,0,39,39,2
8,4,14015,11,8,4,3,2,4,0,0,0,39,39,0
13,4,25509,12,13,2,4,0,4,1,112,0,59,39,2
20,4,20568,9,12,2,13,0,4,1,0,55,39,39,2
21,5,7806,15,9,2,4,0,4,1,0,0,78,39,2
19,4,969,7,11,0,8,4,4,0,0,0,36,39,0
39,4,8371,15,9,2,12,0,4,1,0,0,39,39,2
18,1,19340,9,12,6,1,1,4,1,0,0,39,39,2
39,4,7691,11,8,0,1,1,4,1,0,0,40,39,0
0,4,4684,0,5,4,8,3,4,1,0,0,13,39,0
29,4,25346,12,13,2,4,0,4,1,0,55,44,39,2
39,4,19558,11,8,0,1,1,4,0,0,0,39,39,0
44,7,16558,2,7,2,3,0,4,1,0,0,39,39,0
8,4,6315,15,9,2,12,0,4,1,0,0,42,39,0
10,4,9083,11,8,4,7,4,2,0,0,0,39,39,0
33,6,716,11,8,2,5,0,4,1,0,0,29,39,0
16,6,17085,8,10,2,5,0,4,1,0,0,61,39,0
